Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly)
0103180000,234.794621293,30.063691488699998,29.515422758400003,1.02000190325,37.1018798503,116.47615598899999
0103190000,145.352464402,27.4460235361,21.4839086141,0.0,24.7345865669,47.5788473902
0103200000,144.671717282,28.212656401,19.4759845836,0.0,24.7345865669,47.5788473902
0103210000,121.77338719299999,26.6793906712,18.098001573,0.0,12.367293283399999,38.6892022431
0103220000,97.3376954575,20.1197826611,13.739705493499999,0.0,12.367293283399999,27.0668015668
0103230000,73.091090944,17.6694402014,12.1413076564,0.0,4.1224310944800004,15.988889478900001
0103240000,86.08759839860001,22.743914135900003,15.3270969425,0.19525675526500003,4.1224310944800004,15.988889478900001
0104010000,79.86708317840001,18.8084376007,12.4127169298,0.9532418746469999,4.1224310944800004,15.988889478900001
0104020000,91.3312104525,21.867762290300004,15.180440776300001,0.0,4.1224310944800004,15.988889478900001
0104030000,82.497990997,18.5893996393,11.7748462021,1.41847230621,4.1224310944800004,15.988889478900001
0104040000,98.8804685341,23.1819900587,15.2183142496,2.4628930956,4.1224310944800004,15.988889478900001
0104050000,124.51663062600001,27.4095172092,16.632094969,1.70589271345,12.367293283399999,24.9413748627
0104060000,154.279186873,28.516409003899998,19.4844748606,25.903855440999997,12.367293283399999,24.9413748627
0104070000,209.50330592400002,29.0172790417,20.626593824500002,20.1984973784,24.7345865669,70.7195625826
0104080000,227.321740076,29.1856441563,22.006510204,13.760431538399999,37.1018798503,92.3937384068
0104090000,223.284038927,29.3089676333,24.359165416,7.311156774760001,37.1018798503,104.43494719799999
0104100000,226.307816725,29.529835362800004,29.8446910085,3.57049014178,37.1018798503,116.47615598899999
