Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 02/13  20:00:00,135.217103873,27.8110868051,20.3413766415,0.0,24.7345865669,47.5788473902,90.2750296413,85.3021456116,4.9528840297,0.02
 02/13  21:00:00,112.32883742,26.6793906712,19.8342074345,0.0075318702954,12.3672932834,38.6892022431,103.686180957,100.694450539,2.97173041782,0.02
 02/13  22:00:00,84.3774333559,16.7947297098,13.6380794848,0.0,12.3672932834,27.0668015668,74.7923171295,71.8005867117,2.97173041782,0.02
 02/13  23:00:00,74.6572035363,22.7439141359,17.0593603998,0.101504807021,4.12243109448,15.9888894789,106.479942239,94.9063777357,2.97173041782,8.60183408518
 02/13  24:00:00,65.9580950209,17.4942098323,13.8206711638,0.0,4.12243109448,15.9888894789,81.0006393387,78.0089089209,2.97173041782,0.02
 02/14  01:00:00,75.9292362672,23.1819900587,17.0448965314,0.949925683544,4.12243109448,15.9888894789,102.074857067,99.0831266496,2.97173041782,0.02
 02/14  02:00:00,65.8254586975,17.4942098323,13.6880350572,0.0,4.12243109448,15.9888894789,82.079201215,79.0874707972,2.97173041782,0.02
 02/14  03:00:00,76.4985541528,23.1819900587,16.8635606957,1.70057959435,4.12243109448,15.9888894789,102.921353416,99.9296229978,2.97173041782,0.02
 02/14  04:00:00,66.3023729995,17.757055386,13.6473805165,0.254723455735,4.12243109448,15.9888894789,83.5349563578,80.54322594,2.97173041782,0.02
 02/14  05:00:00,104.015676679,28.2856690548,20.9961602463,2.67486606219,12.3672932834,24.9413748627,118.163074622,113.190190592,4.9528840297,0.02
 02/14  06:00:00,125.366886049,28.0460313537,24.2323225722,21.0295508647,12.3672932834,24.9413748627,184.147018222,179.174134192,4.9528840297,0.02
 02/14  07:00:00,182.767260408,28.9776716548,24.1884677892,19.3966587515,24.7345865669,70.7195625826,149.876079743,139.950311683,9.90576805939,0.02
 02/14  08:00:00,196.729377147,29.0818356002,24.153409474,13.3423637961,37.1018798503,92.3937384068,130.117571581,120.191803521,9.90576805939,0.02
 02/14  09:00:00,205.066342736,29.1533809321,24.695126312,9.02270664605,37.1018798503,104.434947198,121.941676387,112.015908327,9.90576805939,0.02
 02/14  10:00:00,215.805701191,29.2092121119,25.2765227182,7.08319116421,37.1018798503,116.476155989,126.605645415,108.072373327,9.90576805939,8.62750402901
 02/14  11:00:00,213.595340607,29.2727684346,25.0765463546,5.00867427879,37.1018798503,116.476155989,114.553691361,104.627923302,9.90576805939,0.02
 02/14  12:00:00,211.213788931,29.3472654951,23.9982807599,3.6306185863,37.1018798503,116.476155989,119.921783913,101.38228105,9.90576805939,8.63373480322
 02/14  13:00:00,198.317459769,29.4191318585,23.8587538638,2.8438021969,37.1018798503,104.434947198,108.519308238,98.5935401788,9.90576805939,0.02
 02/14  14:00:00,210.505526253,29.4843416941,24.5070274325,2.27653248175,37.1018798503,116.476155989,114.657000871,96.11751656,9.90576805939,8.63371625196
 02/14  15:00:00,210.210805482,29.5106495554,24.3440213983,2.11878694452,37.1018798503,116.476155989,106.028760806,96.1029927465,9.90576805939,0.02
 02/14  16:00:00,209.564239941,29.5559214678,23.8523050315,1.91882240187,37.1018798503,116.476155989,104.452717216,94.5269491569,9.90576805939,0.02
 02/14  17:00:00,209.358583465,29.6057770662,23.8486195596,1.66759856753,37.1018798503,116.476155989,110.908745779,92.3767263211,9.90576805939,8.62625139873
 02/14  18:00:00,213.331954656,29.5556015441,22.6350966769,2.20749410384,37.1018798503,116.476155989,104.317113582,94.3913455223,9.90576805939,0.02
 02/14  19:00:00,133.620232738,27.5555425168,19.0000521997,0.0,24.7345865669,47.5788473902,81.7113960613,76.7385120316,4.9528840297,0.02
 02/14  20:00:00,133.291576855,28.0666310934,18.1603025091,0.0,24.7345865669,47.5788473902,88.8668236746,83.8939396449,4.9528840297,0.02
 02/14  21:00:00,110.257878428,26.6793906712,17.7106933357,0.0,12.3672932834,38.6892022431,102.389005824,99.397275406,2.97173041782,0.02
 02/14  22:00:00,89.2404706393,20.4118332763,14.1627062104,0.0792866530134,12.3672932834,27.0668015668,92.0761808549,80.4990637006,2.97173041782,8.60538673653
 02/14  23:00:00,64.9484546799,17.4942098323,12.7283099374,0.0,4.12243109448,15.9888894789,77.9178136641,74.9260832463,2.97173041782,0.02
 02/14  24:00:00,74.2977090152,22.9629520973,15.6914768947,0.801506915217,4.12243109448,15.9888894789,99.7343576557,96.7426272379,2.97173041782,0.02
 02/15  01:00:00,65.6691024981,18.1513237165,11.8134470985,0.865272256384,4.12243109448,15.9888894789,81.7592066388,78.7674762209,2.97173041782,0.02
 02/15  02:00:00,75.7509681795,22.3058382131,14.4444351597,0.764211730956,4.12243109448,15.9888894789,102.46679887,99.4750684521,2.97173041782,0.02
 02/15  03:00:00,70.9525085788,18.7208224161,11.128562873,2.5973992034,4.12243109448,15.9888894789,83.7034713242,80.7117409064,2.97173041782,0.02
 02/15  04:00:00,80.1916889213,23.0943748742,13.6183831263,3.41989450515,4.12243109448,15.9888894789,105.170825222,102.179094804,2.97173041782,0.02
 02/15  05:00:00,102.734555218,27.4095172092,15.8241811567,2.58312806415,12.3672932834,24.9413748627,118.656664353,113.683780324,4.9528840297,0.02
 02/15  06:00:00,134.105274008,28.4999154978,19.0158121561,29.7075479927,12.3672932834,24.9413748627,185.429775872,180.456891843,4.9528840297,0.02
 02/15  07:00:00,186.237819189,28.9917838835,18.1596160477,23.5448127766,24.7345865669,70.7195625826,151.148583054,141.222814994,9.90576805939,0.02
 02/15  08:00:00,194.427043383,29.1287567228,18.4652035762,14.6928383926,37.1018798503,92.3937384068,129.716830247,119.791062188,9.90576805939,0.02
 02/15  09:00:00,200.024152249,29.1950433758,20.2515588917,8.38241423488,37.1018798503,104.434947198,119.877978082,109.952210023,9.90576805939,0.02
 02/15  10:00:00,210.638472081,29.318122468,22.5752785435,4.50830883815,37.1018798503,116.476155989,120.877977675,102.34470574,9.90576805939,8.62750387528
 02/15  11:00:00,211.157092773,29.5969973123,24.5297450162,2.79299002046,37.1018798503,116.476155989,105.596485774,95.6707177146,9.90576805939,0.02
 02/15  12:00:00,210.51098362,29.901196701,25.0298377485,1.34233363486,37.1018798503,116.476155989,110.195752815,91.6562772842,9.90576805939,8.63370747132
 02/15  13:00:00,198.011895716,29.9490175478,24.9834706681,0.883630051703,37.1018798503,104.434947198,101.012326483,91.0865584241,9.90576805939,0.02
 02/15  14:00:00,209.23932822,29.7800944826,24.3286139293,0.892994428684,37.1018798503,116.476155989,111.281102674,92.741645759,9.90576805939,8.63368885556
 02/15  15:00:00,209.137066639,29.6636894783,24.146691253,1.0893408938,37.1018798503,116.476155989,104.470542005,94.5447739456,9.90576805939,0.02
 02/15  16:00:00,209.703753301,29.6622428967,24.4493832948,1.35492451337,37.1018798503,116.476155989,104.747837242,94.8220691821,9.90576805939,0.02
 02/15  17:00:00,210.246414755,29.6650050987,24.7037192247,1.64111793308,37.1018798503,116.476155989,112.98343912,94.4514114268,9.90576805939,8.62625963388
 02/15  18:00:00,214.934353724,29.6340620455,24.1475897583,2.21893399374,37.1018798503,116.476155989,105.559633053,95.6338649935,9.90576805939,0.02
 02/15  19:00:00,135.616989547,27.5555425168,20.9968062506,0.0,24.7345865669,47.5788473902,82.1112729551,77.1383889254,4.9528840297,0.02
 02/15  20:00:00,135.215067217,28.0666310934,20.0837900495,0.0,24.7345865669,47.5788473902,88.8095045426,83.8366205129,4.9528840297,0.02
 02/15  21:00:00,111.979204607,26.6793906712,19.4914854553,0.000616067124282,12.3672932834,38.6892022431,110.46353736,98.8833928314,2.97173041782,8.60841411031
 02/15  22:00:00,89.3992881671,20.3826282148,14.9523431393,0.0541727893382,12.3672932834,27.0668015668,82.6620645226,79.6703341048,2.97173041782,0.02
 02/15  23:00:00,65.1409346108,17.4942098323,13.0035117165,0.0,4.12243109448,15.9888894789,77.9609607997,74.9692303819,2.97173041782,0.02
 02/15  24:00:00,75.4117076062,22.9191445051,16.457754981,0.449905373472,4.12243109448,15.9888894789,98.7663028915,95.7745724737,2.97173041782,0.02
 02/16  01:00:00,69.6017075502,18.3703616779,13.3166747332,0.724638927206,4.12243109448,15.9888894789,80.6056240338,77.613893616,2.97173041782,0.02
 02/16  02:00:00,76.7125974705,22.3058382131,15.8584430516,0.494367976843,4.12243109448,15.9888894789,100.86136877,97.869638352,2.97173041782,0.02
 02/16  03:00:00,68.3245953391,18.6332072315,12.0750504225,1.59070923748,4.12243109448,15.9888894789,82.7950211717,79.8032907539,2.97173041782,0.02
 02/16  04:00:00,77.0388702143,22.7439141359,15.6320375755,1.55215036853,4.12243109448,15.9888894789,103.963647749,100.971917331,2.97173041782,0.02
 02/16  05:00:00,101.08448743,27.7015678244,18.5833793743,2.05538148511,12.3672932834,24.9413748627,116.833021672,111.860137643,4.9528840297,0.02
 02/16  06:00:00,130.013193605,28.5131139746,22.0896895573,24.4024046969,12.3672932834,24.9413748627,181.635583691,176.662699661,4.9528840297,0.02
 02/16  07:00:00,181.204659794,29.0052206305,22.2159792007,18.9165919371,24.7345865669,70.7195625826,147.933339927,138.007571868,9.90576805939,0.02
 02/16  08:00:00,195.642015319,29.1871632365,22.9496122879,13.1651164968,37.1018798503,92.3937384068,128.631848402,118.706080343,9.90576805939,0.02
 02/16  09:00:00,206.729789482,29.250570237,24.5276875381,10.7563891761,37.1018798503,104.434947198,122.253863139,112.32809508,9.90576805939,0.02
 02/16  10:00:00,217.46032083,29.3161029806,24.9335807313,8.97388921769,37.1018798503,116.476155989,127.139425718,108.607207169,9.90576805939,8.62645048939
 02/16  11:00:00,217.348420796,29.3698151576,25.8013912074,7.93984375825,37.1018798503,116.476155989,116.302634778,106.376866718,9.90576805939,0.02
 02/16  12:00:00,217.432430255,29.4323075056,27.1016527386,6.66086545792,37.1018798503,116.476155989,122.610897325,104.071452043,9.90576805939,8.63367722231
 02/16  13:00:00,209.572022192,29.489431951,32.1721894734,5.7146153424,37.1018798503,104.434947198,111.98368457,102.05791651,9.90576805939,0.02
 02/16  14:00:00,224.787927893,29.5375741426,35.9392817244,5.07345314229,37.1018798503,116.476155989,118.768052553,100.228614741,9.90576805939,8.63366975214
 02/16  15:00:00,225.297348691,29.5900772765,37.1397543978,4.33016741805,37.1018798503,116.476155989,108.461574026,98.535805967,9.90576805939,0.02
 02/16  16:00:00,227.156863259,29.6392799305,39.5517442448,3.72863216948,37.1018798503,116.476155989,115.537194161,97.0008636472,9.90576805939,8.63056245442
 02/16  17:00:00,226.238844746,29.6771307754,39.1271695878,3.19798099678,37.1018798503,116.476155989,105.314040895,95.3882728351,9.90576805939,0.02
 02/16  18:00:00,230.01872331,29.6758854444,37.8944652879,3.51459889063,37.1018798503,116.476155989,105.486336421,95.5605683613,9.90576805939,0.02
 02/16  19:00:00,146.929301696,27.5555425168,32.3091156864,0.0,24.7345865669,47.5788473902,81.3991771598,76.4262931301,4.9528840297,0.02
 02/16  20:00:00,146.947169522,27.9936184396,31.8889022565,0.0,24.7345865669,47.5788473902,87.2936820965,82.3207980668,4.9528840297,0.02
 02/16  21:00:00,122.228160189,26.6793906712,29.7410624331,0.0,12.3672932834,38.6892022431,108.448560335,96.8682916222,2.97173041782,8.60853829543
 02/16  22:00:00,89.0905084747,15.3095956342,19.8813582753,0.0204672671723,12.3672932834,27.0668015668,62.0220574534,59.0303270356,2.97173041782,0.02
 02/16  23:00:00,76.7145833591,19.2436308155,22.7840557213,0.0,4.12243109448,15.9888894789,85.7321089522,82.7403785344,2.97173041782,0.02
 02/16  24:00:00,62.5778206602,12.6854641594,15.1525112684,0.24952657442,4.12243109448,15.9888894789,53.6211337304,50.6294033126,2.97173041782,0.02
 02/17  01:00:00,74.0973882041,18.5879582853,20.8334688445,0.0109062900442,4.12243109448,15.9888894789,84.4155060945,81.4237756767,2.97173041782,0.02
 02/17  02:00:00,58.9507174925,11.372677745,12.7595205482,0.350042568251,4.12243109448,15.9888894789,49.2747676604,46.2830372426,2.97173041782,0.02
 02/17  03:00:00,77.2413273127,19.5955329077,22.1672988288,0.813440788115,4.12243109448,15.9888894789,84.7357136114,81.7439831936,2.97173041782,0.02
 02/17  04:00:00,57.8747255881,10.9346018222,12.1200196984,0.351627422983,4.12243109448,15.9888894789,49.6096629942,46.6179325764,2.97173041782,0.02
 02/17  05:00:00,111.849382792,28.2856690548,30.2058296043,1.29890359661,12.3672932834,24.9413748627,114.54222023,109.5693362,4.9528840297,0.02
 02/17  06:00:00,126.040360364,28.1080903263,30.9694057361,14.9038837481,12.3672932834,24.9413748627,178.044984012,173.072099982,4.9528840297,0.02
 02/17  07:00:00,182.835213788,29.0496295736,31.8403192673,14.0899700357,24.7345865669,70.7195625826,144.530570247,134.604802187,9.90576805939,0.02
 02/17  08:00:00,200.547684275,29.3467560191,32.2905720838,8.7585912264,37.1018798503,92.3937384068,125.325037082,115.399269023,9.90576805939,0.02
 02/17  09:00:00,208.57977375,29.4666510642,32.4882457504,4.42972709,37.1018798503,104.434947198,116.898627871,106.972859812,9.90576805939,0.02
 02/17  10:00:00,223.042666166,29.5835697675,37.222255975,2.00010726256,37.1018798503,116.476155989,119.165842007,100.63381562,9.90576805939,8.62625832755
 02/17  11:00:00,229.914921589,29.8502262445,44.4583082286,1.36900575457,37.1018798503,116.476155989,105.478863199,95.55309514,9.90576805939,0.02
 02/17  12:00:00,230.708615361,30.1769676836,45.6078246856,0.686230491229,37.1018798503,116.476155989,109.579896189,91.0404174023,9.90576805939,8.63371072765
 02/17  13:00:00,213.274750023,30.6033074378,40.2675367861,0.208111341157,37.1018798503,104.434947198,97.7437254847,87.8179574253,9.90576805939,0.02
 02/17  14:00:00,227.019586847,31.1969997805,41.4502609168,0.134717181949,37.1018798503,116.476155989,102.150169079,83.6107091911,9.90576805939,8.63369182868
 02/17  15:00:00,226.744349555,31.6229770408,40.7536490778,0.130365873077,37.1018798503,116.476155989,90.7072384448,80.7814703854,9.90576805939,0.02
 02/17  16:00:00,222.890397128,31.5432167184,36.9369875781,0.172990553241,37.1018798503,116.476155989,99.8591955226,81.3228918346,9.90576805939,8.63053562861
 02/17  17:00:00,219.287900958,30.9172109993,33.8741914572,0.259935351178,37.1018798503,116.476155989,95.4643297242,85.5385616648,9.90576805939,0.02
 02/17  18:00:00,223.251511709,30.4285983239,33.4939248279,0.395209116454,37.1018798503,116.476155989,99.3771541884,89.451386129,9.90576805939,0.02
 02/17  19:00:00,140.913366219,27.6650614975,26.1836585848,0.0,24.7345865669,47.5788473902,77.4824190897,72.50953506,4.9528840297,0.02
 02/17  20:00:00,138.519086289,28.3221753817,23.132260055,0.0,24.7345865669,47.5788473902,93.4871873102,79.9272094212,4.9528840297,8.60709385935
 02/17  21:00:00,115.897415289,27.5555425168,22.5341757875,0.0,12.3672932834,38.6892022431,98.4197838923,95.4280534744,2.97173041782,0.02
 02/17  22:00:00,82.3749456263,14.7839045269,13.711955727,0.0,12.3672932834,27.0668015668,63.4031447256,60.4114143078,2.97173041782,0.02
 02/17  23:00:00,77.207334742,22.3058382131,20.1490737469,0.0,4.12243109448,15.9888894789,95.9166721945,92.9249417766,2.97173041782,0.02
 02/17  24:00:00,67.0671456837,17.4942098323,14.9297231518,0.0,4.12243109448,15.9888894789,78.5778615959,75.5861311781,2.97173041782,0.02
 02/18  01:00:00,75.2070055766,22.9629520973,17.395619653,0.0960110384721,4.12243109448,15.9888894789,99.1145025407,96.1227721229,2.97173041782,0.02
 02/18  02:00:00,67.1744297872,17.8446705705,14.6098100227,0.0767364791927,4.12243109448,15.9888894789,80.9677162273,77.9759858095,2.97173041782,0.02
 02/18  03:00:00,77.1268343027,22.7439141359,18.9885401279,0.641957223376,4.12243109448,15.9888894789,101.873469651,98.8817392337,2.97173041782,0.02
 02/18  04:00:00,68.694521122,18.5893996393,14.4265926241,1.03531610797,4.12243109448,15.9888894789,82.5042919893,79.5125615715,2.97173041782,0.02
 02/18  05:00:00,82.2867686263,26.6793906712,20.1149909277,0.567913846762,4.12243109448,16.0517297156,122.50494754,119.513217122,2.97173041782,0.02
 02/18  06:00:00,83.9604301203,27.117466594,20.4558069754,1.46268334305,4.12243109448,16.0517297156,123.778584285,120.786853867,2.97173041782,0.02
 02/18  07:00:00,109.898026401,28.8697702852,19.5193969895,5.37947770213,4.12243109448,39.6058045677,104.776241794,101.784511377,2.97173041782,0.02
 02/18  08:00:00,159.424569748,28.9158039203,22.1988387542,29.934179306,12.3672932834,65.3531420225,159.476185088,154.503301058,4.9528840297,0.02
 02/18  09:00:00,158.486758139,28.9003754142,25.1797089205,23.1400423289,12.3672932834,68.2430321324,154.443650201,149.470766172,4.9528840297,0.02
 02/18  10:00:00,183.441258083,28.9263143235,26.5052780259,17.7261416275,16.4897243779,93.1370602926,143.813252449,135.868638002,7.92461444751,0.02
 02/18  11:00:00,185.363626047,28.927972492,31.7576312703,14.3943945674,16.4897243779,93.1370602926,146.730576079,130.192759391,7.92461444751,8.61320224086
 02/18  12:00:00,191.513280098,28.9271402608,39.7666902731,12.5358508572,16.4897243779,93.1370602926,135.239304348,127.2946899,7.92461444751,0.02
 02/18  13:00:00,181.965398532,28.926145302,39.8501437893,12.0571369803,16.4897243779,83.9857416113,134.153583373,126.208968926,7.92461444751,0.02
 02/18  14:00:00,179.2883034,28.9252527427,37.9295440614,11.301526247,16.4897243779,83.9857416113,133.032132725,125.087518278,7.92461444751,0.02
 02/18  15:00:00,178.024524408,28.9236053402,36.0898277247,11.879154829,16.4897243779,83.9857416113,132.902507268,124.95789282,7.92461444751,0.02
 02/18  16:00:00,138.981278483,28.8697702852,26.3406069037,0.0958550197138,12.3672932834,70.6512738906,78.4818316363,73.5089476066,4.9528840297,0.02
 02/18  17:00:00,135.521587828,28.8697702852,22.599770211,0.377007429525,12.3672932834,70.6512738906,86.7732403838,73.2098660476,4.9528840297,8.61049030653
 02/18  18:00:00,128.285165778,28.8697702852,22.2421725416,1.323400196,12.3672932834,58.1284167478,81.0094900381,76.0366060084,4.9528840297,0.02
 02/18  19:00:00,100.388585656,26.2413147484,22.0882904516,0.0,12.3672932834,24.9413748627,102.902747753,97.9298637229,4.9528840297,0.02
 02/18  20:00:00,100.134062919,26.8984286326,20.8820813505,0.294572483421,12.3672932834,24.9413748627,109.461246477,104.488362447,4.9528840297,0.02
 02/18  21:00:00,82.1900835969,26.6793906712,19.9964329109,0.589786897672,4.12243109448,16.0517297156,118.42135614,115.429625722,2.97173041782,0.02
